Image_ID,note_id,image_path,Primary_HEX,Secondary_HEX,Dominant_Color_Name,Color_Family,Primary_Color_Ratio,Secondary_Color_Ratio,Color_Extraction_Status
GRP-XHS-69ee2200000000001a035186-02,69ee2200000000001a035186,Dataset/xhs/xiaohongshu_images/机能风穿搭/69ee2200000000001a035186/image_02.webp,#B1B2B6,#161615,gray,gray,0.3766,0.2678,ok
GRP-XHS-69ee2200000000001a035186-03,69ee2200000000001a035186,Dataset/xhs/xiaohongshu_images/机能风穿搭/69ee2200000000001a035186/image_03.webp,#DBCEBD,#171716,orange,red_or_orange,0.2534,0.2356,ok
GRP-XHS-69ee2200000000001a035186-04,69ee2200000000001a035186,Dataset/xhs/xiaohongshu_images/机能风穿搭/69ee2200000000001a035186/image_04.webp,#171717,#A48A6D,black,black,0.3674,0.2386,ok
GRP-XHS-69ee2200000000001a035186-05,69ee2200000000001a035186,Dataset/xhs/xiaohongshu_images/机能风穿搭/69ee2200000000001a035186/image_05.webp,#CDBEB4,#0E0D0C,orange,red_or_orange,0.3264,0.2466,ok
GRP-XHS-69ee2200000000001a035186-06,69ee2200000000001a035186,Dataset/xhs/xiaohongshu_images/机能风穿搭/69ee2200000000001a035186/image_06.webp,#CEC0AD,#988B78,orange,red_or_orange,0.5472,0.1772,ok
GRP-XHS-69f1a2c3000000002003bd4e-01,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_01.webp,#060607,#2C2D33,black,black,0.3836,0.2006,ok
GRP-XHS-69f1a2c3000000002003bd4e-02,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_02.webp,#F3F0ED,#C2B9B5,white,white,0.5324,0.1266,ok
GRP-XHS-69f1a2c3000000002003bd4e-03,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_03.webp,#F7F4F0,#E4E0DC,white,white,0.503,0.1876,ok
GRP-XHS-69f1a2c3000000002003bd4e-04,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_04.webp,#F2F0ED,#C7BEBA,white,white,0.5434,0.1422,ok
GRP-XHS-69f1a2c3000000002003bd4e-05,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_05.webp,#EDEEF0,#C3C3C5,white,white,0.5418,0.1406,ok
GRP-XHS-69f1a2c3000000002003bd4e-06,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_06.webp,#F1EDEA,#C5BDB9,white,white,0.5234,0.1452,ok
GRP-XHS-69f1a2c3000000002003bd4e-07,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_07.webp,#F4F2F0,#C7C0BD,white,white,0.6786,0.1074,ok
GRP-XHS-69f1a2c3000000002003bd4e-08,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_08.webp,#F2EFEB,#242527,white,white,0.4956,0.182,ok
GRP-XHS-69f1a2c3000000002003bd4e-09,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_09.webp,#F5F2EF,#CDC7C3,white,white,0.5734,0.1198,ok
GRP-XHS-69f1a2c3000000002003bd4e-10,69f1a2c3000000002003bd4e,Dataset/xhs/xiaohongshu_images/机能风穿搭/69f1a2c3000000002003bd4e/image_10.webp,#F1EEEB,#323232,white,white,0.517,0.204,ok
GRP-XHS-6840e849000000000f031564-01,6840e849000000000f031564,Dataset/xhs/xiaohongshu_images/机能风穿搭/6840e849000000000f031564/image_01.webp,#DADADE,#CACCD0,white,white,0.5362,0.2598,ok
GRP-XHS-6840e849000000000f031564-02,6840e849000000000f031564,Dataset/xhs/xiaohongshu_images/机能风穿搭/6840e849000000000f031564/image_02.webp,#D9D9DD,#C8CBCF,white,white,0.5904,0.2716,ok
GRP-XHS-6a02f9f4000000003501da73-01,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_01.webp,#FDFDFD,#D6D2D1,white,white,0.6336,0.1274,ok
GRP-XHS-6a02f9f4000000003501da73-02,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_02.webp,#FEFEFE,#A190A1,white,white,0.8074,0.0518,ok
GRP-XHS-6a02f9f4000000003501da73-04,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_04.webp,#FFFEFE,#352626,white,white,0.7572,0.0996,ok
GRP-XHS-6a02f9f4000000003501da73-05,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_05.webp,#FEFEFE,#D6D9D4,white,white,0.7832,0.086,ok
GRP-XHS-6a02f9f4000000003501da73-06,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_06.webp,#FEFEFE,#C3D0DD,white,white,0.7916,0.0846,ok
GRP-XHS-6a02f9f4000000003501da73-07,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_07.webp,#FEFEFE,#A7A0B2,white,white,0.788,0.0842,ok
GRP-XHS-6a02f9f4000000003501da73-08,6a02f9f4000000003501da73,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a02f9f4000000003501da73/image_08.webp,#FEFEFD,#2C2B2B,white,white,0.7694,0.0728,ok
GRP-XHS-6a0c6070000000000803cef0-01,6a0c6070000000000803cef0,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a0c6070000000000803cef0/image_01.webp,#050505,#302E30,black,black,0.5524,0.24,ok
GRP-XHS-698c2408000000000b010188-01,698c2408000000000b010188,Dataset/xhs/xiaohongshu_images/机能风穿搭/698c2408000000000b010188/image_01.webp,#363839,#CED2C9,gray,gray,0.2912,0.2694,ok
GRP-XHS-68a303ed000000001d02c3c5-01,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_01.webp,#1E1615,#75462C,black,black,0.4238,0.177,ok
GRP-XHS-68a303ed000000001d02c3c5-02,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_02.webp,#18120E,#3D2E25,black,black,0.4272,0.3074,ok
GRP-XHS-68a303ed000000001d02c3c5-03,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_03.webp,#3A2820,#5E4B41,orange,red_or_orange,0.257,0.246,ok
GRP-XHS-68a303ed000000001d02c3c5-04,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_04.webp,#241813,#51372B,black,black,0.3636,0.2782,ok
GRP-XHS-68a303ed000000001d02c3c5-05,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_05.webp,#19110A,#433731,black,black,0.5444,0.2468,ok
GRP-XHS-68a303ed000000001d02c3c5-06,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_06.webp,#291913,#6A3920,black,black,0.3478,0.2468,ok
GRP-XHS-68a303ed000000001d02c3c5-07,68a303ed000000001d02c3c5,Dataset/xhs/xiaohongshu_images/机能风穿搭/68a303ed000000001d02c3c5/image_07.webp,#1D130D,#303138,black,black,0.463,0.2208,ok
GRP-XHS-68f236ae00000000050023e3-01,68f236ae00000000050023e3,Dataset/xhs/xiaohongshu_images/机能风穿搭/68f236ae00000000050023e3/image_01.webp,#534F51,#2A272A,gray,gray,0.408,0.2562,ok
GRP-XHS-6a030f4b0000000007029560-01,6a030f4b0000000007029560,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a030f4b0000000007029560/image_01.webp,#747360,#505339,olive,olive_or_green,0.3104,0.224,ok
GRP-XHS-6a030f4b0000000007029560-02,6a030f4b0000000007029560,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a030f4b0000000007029560/image_02.webp,#89896D,#B0AD94,olive,olive_or_green,0.323,0.235,ok
GRP-XHS-6a030f4b0000000007029560-04,6a030f4b0000000007029560,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a030f4b0000000007029560/image_04.webp,#747461,#505139,olive,olive_or_green,0.3622,0.2382,ok
GRP-XHS-6a030f4b0000000007029560-05,6a030f4b0000000007029560,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a030f4b0000000007029560/image_05.webp,#7D7D73,#676E45,gray,gray,0.3804,0.193,ok
GRP-XHS-6a030f4b0000000007029560-06,6a030f4b0000000007029560,Dataset/xhs/xiaohongshu_images/机能风穿搭/6a030f4b0000000007029560/image_06.webp,#404246,#AEA69F,gray,gray,0.3524,0.197,ok
GRP-XHS-69abcb250000000015030d20-01,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_01.webp,#E1E1E0,#202123,white,white,0.5722,0.1372,ok
GRP-XHS-69abcb250000000015030d20-02,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_02.webp,#E2E1E0,#445249,white,white,0.7972,0.0644,ok
GRP-XHS-69abcb250000000015030d20-03,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_03.webp,#E1E1E1,#49584B,white,white,0.7572,0.0846,ok
GRP-XHS-69abcb250000000015030d20-04,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_04.webp,#E5E5E5,#D8D8D7,white,white,0.4948,0.2908,ok
GRP-XHS-69abcb250000000015030d20-05,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_05.webp,#E0E0E0,#1F1C1A,white,white,0.74,0.0842,ok
GRP-XHS-69abcb250000000015030d20-06,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_06.webp,#E1E1E1,#222327,white,white,0.7862,0.103,ok
GRP-XHS-69abcb250000000015030d20-07,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_07.webp,#E1E1E0,#171B1B,white,white,0.733,0.0908,ok
GRP-XHS-69abcb250000000015030d20-08,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_08.webp,#E1E1E1,#434D4C,white,white,0.8086,0.0834,ok
GRP-XHS-69abcb250000000015030d20-09,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_09.webp,#E1E1E1,#6C6A56,white,white,0.7676,0.0894,ok
GRP-XHS-69abcb250000000015030d20-10,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_10.webp,#E1E1E1,#21242E,white,white,0.7422,0.1258,ok
GRP-XHS-69abcb250000000015030d20-11,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_11.webp,#E3E3E3,#D1D0CE,white,white,0.5884,0.204,ok
GRP-XHS-69abcb250000000015030d20-12,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_12.webp,#E5E5E5,#D8D8D8,white,white,0.4956,0.2666,ok
GRP-XHS-69abcb250000000015030d20-13,69abcb250000000015030d20,Dataset/xhs/xiaohongshu_images/机能风穿搭/69abcb250000000015030d20/image_13.webp,#E3E3E3,#D4D3D0,white,white,0.5906,0.1934,ok
GRP-XHS-684788cd0000000023016507-01,684788cd0000000023016507,Dataset/xhs/xiaohongshu_images/机能风穿搭/684788cd0000000023016507/image_01.webp,#202025,#EBEBEA,black,black,0.3894,0.2552,ok
GRP-XHS-684788cd0000000023016507-02,684788cd0000000023016507,Dataset/xhs/xiaohongshu_images/机能风穿搭/684788cd0000000023016507/image_02.webp,#ECECED,#1E1E23,white,white,0.2946,0.2848,ok
GRP-XHS-684788cd0000000023016507-03,684788cd0000000023016507,Dataset/xhs/xiaohongshu_images/机能风穿搭/684788cd0000000023016507/image_03.webp,#E7E6E5,#1F1F23,white,white,0.3514,0.3422,ok
GRP-XHS-684788cd0000000023016507-04,684788cd0000000023016507,Dataset/xhs/xiaohongshu_images/机能风穿搭/684788cd0000000023016507/image_04.webp,#F0F3F1,#191419,white,white,0.367,0.347,ok
GRP-XHS-686ba63900000000170307da-01,686ba63900000000170307da,Dataset/xhs/xiaohongshu_images/机能风穿搭/686ba63900000000170307da/image_01.webp,#C9C9C9,#908C8F,gray,gray,0.3694,0.1848,ok
GRP-XHS-686ba63900000000170307da-04,686ba63900000000170307da,Dataset/xhs/xiaohongshu_images/机能风穿搭/686ba63900000000170307da/image_04.webp,#C8C7C8,#26262D,gray,gray,0.3856,0.1834,ok
GRP-XHS-685bc77e00000000170363c7-01,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_01.webp,#D9D9DD,#C6C7CB,white,white,0.4916,0.2092,ok
GRP-XHS-685bc77e00000000170363c7-02,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_02.webp,#D5D5D9,#C2C4C7,white,white,0.4128,0.2598,ok
GRP-XHS-685bc77e00000000170363c7-03,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_03.webp,#DBDBDF,#B1B1B0,white,white,0.5994,0.1454,ok
GRP-XHS-685bc77e00000000170363c7-04,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_04.webp,#D4D3D8,#949592,white,white,0.4512,0.1952,ok
GRP-XHS-685bc77e00000000170363c7-05,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_05.webp,#D5D4D9,#72726B,white,white,0.426,0.204,ok
GRP-XHS-685bc77e00000000170363c7-06,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_06.webp,#D3D2D7,#BFC0C4,white,white,0.445,0.2328,ok
GRP-XHS-685bc77e00000000170363c7-07,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_07.webp,#DADADE,#C9CBCF,white,white,0.548,0.336,ok
GRP-XHS-685bc77e00000000170363c7-08,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_08.webp,#DBDBDF,#CCCED2,white,white,0.5208,0.358,ok
GRP-XHS-685bc77e00000000170363c7-11,685bc77e00000000170363c7,Dataset/xhs/xiaohongshu_images/机能风穿搭/685bc77e00000000170363c7/image_11.webp,#D9D9DD,#C9CBCF,white,white,0.5636,0.2928,ok
GRP-XHS-68bc2cca000000001d019e1a-01,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_01.webp,#AEB1A6,#82857A,gray,gray,0.258,0.2198,ok
GRP-XHS-68bc2cca000000001d019e1a-02,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_02.webp,#D9DBD4,#777D73,white,white,0.2364,0.2352,ok
GRP-XHS-68bc2cca000000001d019e1a-03,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_03.webp,#81857B,#BABBB0,gray,gray,0.226,0.217,ok
GRP-XHS-68bc2cca000000001d019e1a-04,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_04.webp,#C0C4BD,#90948C,gray,gray,0.3552,0.2336,ok
GRP-XHS-68bc2cca000000001d019e1a-05,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_05.webp,#AEB2AB,#818379,gray,gray,0.3416,0.2292,ok
GRP-XHS-68bc2cca000000001d019e1a-06,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_06.webp,#878C87,#ACB2AA,gray,gray,0.3386,0.2276,ok
GRP-XHS-68bc2cca000000001d019e1a-07,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_07.webp,#6F746C,#A5A9A1,gray,gray,0.279,0.2426,ok
GRP-XHS-68bc2cca000000001d019e1a-08,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_08.webp,#CED4D2,#ADB1AA,white,white,0.2924,0.2392,ok
GRP-XHS-68bc2cca000000001d019e1a-09,68bc2cca000000001d019e1a,Dataset/xhs/xiaohongshu_images/机能风穿搭/68bc2cca000000001d019e1a/image_09.webp,#CFD3CE,#82877E,white,white,0.2504,0.214,ok
GRP-XHS-68fb6cfb000000000702108e-01,68fb6cfb000000000702108e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fb6cfb000000000702108e/image_01.webp,#8A8D95,#A4A6B1,gray,gray,0.3742,0.2876,ok
GRP-XHS-68fb6cfb000000000702108e-03,68fb6cfb000000000702108e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fb6cfb000000000702108e/image_03.webp,#8D94A1,#ACAFBC,blue,blue,0.4578,0.2372,ok
GRP-XHS-68fb6cfb000000000702108e-04,68fb6cfb000000000702108e,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fb6cfb000000000702108e/image_04.webp,#9EA3AE,#E2E6EC,gray,gray,0.3432,0.2394,ok
GRP-XHS-697744de000000002103eb17-01,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_01.webp,#807E7A,#4E4F4F,gray,gray,0.3078,0.2688,ok
GRP-XHS-697744de000000002103eb17-02,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_02.webp,#353436,#CCC5B5,gray,gray,0.2398,0.217,ok
GRP-XHS-697744de000000002103eb17-03,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_03.webp,#211F1B,#524A3E,black,black,0.3734,0.2888,ok
GRP-XHS-697744de000000002103eb17-04,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_04.webp,#484D55,#9B9A96,blue,blue,0.2774,0.2462,ok
GRP-XHS-697744de000000002103eb17-05,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_05.webp,#414748,#171716,gray,gray,0.3978,0.233,ok
GRP-XHS-697744de000000002103eb17-06,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_06.webp,#635F5D,#373739,gray,gray,0.3054,0.2112,ok
GRP-XHS-697744de000000002103eb17-07,697744de000000002103eb17,Dataset/xhs/xiaohongshu_images/机能风穿搭/697744de000000002103eb17/image_07.webp,#727274,#505052,gray,gray,0.298,0.2346,ok
GRP-XHS-6863e5b5000000001202f410-01,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_01.webp,#668230,#C8D4E0,yellow green,olive_or_green,0.3732,0.2242,ok
GRP-XHS-6863e5b5000000001202f410-01,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_01.webp,#668230,#C8D4E0,yellow green,olive_or_green,0.3732,0.2242,ok
GRP-XHS-6863e5b5000000001202f410-02,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_02.webp,#709034,#1E2B1D,yellow green,olive_or_green,0.2952,0.22,ok
GRP-XHS-6863e5b5000000001202f410-02,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_02.webp,#709034,#1E2B1D,yellow green,olive_or_green,0.2952,0.22,ok
GRP-XHS-6863e5b5000000001202f410-04,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_04.webp,#889F4F,#384436,yellow green,olive_or_green,0.286,0.2054,ok
GRP-XHS-6863e5b5000000001202f410-04,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_04.webp,#889F4F,#384436,yellow green,olive_or_green,0.286,0.2054,ok
GRP-XHS-6863e5b5000000001202f410-05,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_05.webp,#819F41,#2F3935,yellow green,olive_or_green,0.411,0.2342,ok
GRP-XHS-6863e5b5000000001202f410-05,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_05.webp,#819F41,#2F3935,yellow green,olive_or_green,0.411,0.2342,ok
GRP-XHS-6863e5b5000000001202f410-06,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_06.webp,#506920,#718B34,yellow green,olive_or_green,0.4302,0.3204,ok
GRP-XHS-6863e5b5000000001202f410-06,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_06.webp,#506920,#718B34,yellow green,olive_or_green,0.4302,0.3204,ok
GRP-XHS-6863e5b5000000001202f410-07,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_07.webp,#84A547,#202D27,yellow green,olive_or_green,0.3782,0.215,ok
GRP-XHS-6863e5b5000000001202f410-07,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_07.webp,#84A547,#202D27,yellow green,olive_or_green,0.3782,0.215,ok
GRP-XHS-6863e5b5000000001202f410-08,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_08.webp,#1C2817,#84AA35,black,black,0.2742,0.222,ok
GRP-XHS-6863e5b5000000001202f410-08,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_08.webp,#1C2817,#84AA35,black,black,0.2742,0.222,ok
GRP-XHS-6863e5b5000000001202f410-09,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/机能风穿搭/6863e5b5000000001202f410/image_09.webp,#647628,#808F3A,yellow green,olive_or_green,0.395,0.2954,ok
GRP-XHS-6863e5b5000000001202f410-09,6863e5b5000000001202f410,Dataset/xhs/xiaohongshu_images/Gorpcore/6863e5b5000000001202f410/image_09.webp,#647628,#808F3A,yellow green,olive_or_green,0.395,0.2954,ok
GRP-XHS-69fd4d5b000000002300483c-01,69fd4d5b000000002300483c,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fd4d5b000000002300483c/image_01.webp,#FEFEFE,#242829,white,white,0.6094,0.1346,ok
GRP-XHS-69fd4d5b000000002300483c-02,69fd4d5b000000002300483c,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fd4d5b000000002300483c/image_02.webp,#FFFFFF,#161B1C,white,white,0.664,0.199,ok
GRP-XHS-69fd4d5b000000002300483c-03,69fd4d5b000000002300483c,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fd4d5b000000002300483c/image_03.webp,#FFFFFF,#161A1E,white,white,0.6478,0.1572,ok
GRP-XHS-68fdcb200000000004004f3d-01,68fdcb200000000004004f3d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fdcb200000000004004f3d/image_01.webp,#FFFFFF,#191C21,white,white,0.3424,0.1862,ok
GRP-XHS-68fdcb200000000004004f3d-02,68fdcb200000000004004f3d,Dataset/xhs/xiaohongshu_images/机能风穿搭/68fdcb200000000004004f3d/image_02.webp,#FEFEFE,#1B1E25,white,white,0.3268,0.202,ok
GRP-XHS-69fe30280000000036019935-01,69fe30280000000036019935,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fe30280000000036019935/image_01.webp,#F8F8F8,#EBEAEB,white,white,0.659,0.1694,ok
GRP-XHS-69fe30280000000036019935-02,69fe30280000000036019935,Dataset/xhs/xiaohongshu_images/机能风穿搭/69fe30280000000036019935/image_02.webp,#FAF9FA,#060608,white,white,0.7766,0.1502,ok
GRP-XHS-685413a90000000012016c9b-01,685413a90000000012016c9b,Dataset/xhs/xiaohongshu_images/机能风穿搭/685413a90000000012016c9b/image_01.webp,#060404,#2F2A28,black,black,0.3946,0.1838,ok
GRP-XHS-68ccce0f0000000013007a4b-01,68ccce0f0000000013007a4b,Dataset/xhs/xiaohongshu_images/机能风穿搭/68ccce0f0000000013007a4b/image_01.webp,#F2F1F0,#423D3E,white,white,0.6338,0.0972,ok
